name	log2FC	pvalue	qvalue	n.control	n.alt	mean_length.control	mean_length.alt
ENST00000216756	-0.106924326	0.011980214	0.336774514	172	205	929.8953488	884.6292683
ENST00000216774	0.042107637	0.860716979	0.972009872	30	43	1485.033333	1441.27907
ENST00000216780	-0.121254494	0.604904574	0.916393809	53	47	1680.660377	1634.510638
ENST00000216797	-0.129513956	0.089201084	0.619632956	510	184	1315.762745	1235.771739
ENST00000216799	-0.36468053	0.096583874	0.629368388	11	20	829.1818182	703.5
ENST00000216802	-0.066107696	0.165638839	0.710804368	191	255	829.0418848	808.4509804
ENST00000216807	0.102359379	0.594117824	0.913675218	44	42	1460.681818	1563.595238
ENST00000216832	-0.17040116	0.048815841	0.522833516	201	188	1376	1280.382979
ENST00000216840	-0.030214743	0.862268577	0.972594308	23	43	1471.869565	1465.27907
ENST00000216877	0.023936674	0.962804046	0.993534467	24	30	1728.833333	1802
ENST00000216879	-0.189785382	0.272125542	0.796468393	66	99	1493.515152	1227.707071
ENST00000216923	-0.739993702	0.275296194	0.798585545	21	34	2215.761905	1931.470588
ENST00000216951	-0.22079536	0.02879741	0.445869231	224	247	1559.084821	1393.700405
ENST00000216962	0.031971666	0.927985993	0.985994015	91	111	1822.934066	1880.936937
ENST00000216968	-0.083010087	0.478626812	0.879074005	183	182	1162.677596	1134.489011
ENST00000217026	-0.270549646	0.278342583	0.799964452	533	538	1969.262664	1813.36803
ENST00000217086	-0.066968016	0.891259727	0.97837007	14	11	1292.928571	1277.454545
ENST00000217109	-0.02147553	0.864581725	0.973447976	210	255	1440.466667	1392.654902
ENST00000217121	-0.161019659	0.327299755	0.820617574	111	108	1808.225225	1692.12963
ENST00000217131	-0.147888584	0.115291702	0.65875502	687	700	1203.871907	1132.064286
ENST00000217159	0.027181997	0.961245175	0.993354517	34	40	1865.147059	2056.4
ENST00000217182	-0.01766932	0.846012673	0.96867372	481	520	1470.095634	1476.415385
ENST00000217195	-0.123376858	0.350513582	0.833124435	75	77	974.8133333	917.4805195
ENST00000217233	-0.089322501	0.753392204	0.94912825	105	75	1571.314286	1542.48
ENST00000217244	-0.345424625	0.006184052	0.259358965	97	106	1865.226804	1526.509434
ENST00000217289	-0.463550951	0.059449766	0.552982474	52	54	2243.057692	1776.259259
ENST00000217315	-0.331996832	0.078764797	0.596900124	53	47	1850.584906	1630.446809
ENST00000217381	-0.198913247	0.254478301	0.78331358	90	95	1597.377778	1463.221053
ENST00000217398	0.133168807	0.420970831	0.858698958	18	15	786.8333333	834
ENST00000217402	-0.086224969	0.383624179	0.846238291	447	538	1087.948546	1055.3829
ENST00000217426	-0.169482282	0.168467021	0.713826776	1270	1226	1611.713386	1489.076672
ENST00000217455	-0.099861433	0.108462298	0.65061702	153	168	990	938.202381
ENST00000217456	-0.195023513	0.105899888	0.647354306	304	311	1661.953947	1488.315113
ENST00000217515	-0.088028316	0.225717904	0.762913197	402	367	1192.517413	1134.408719
ENST00000217652	-0.046211986	0.2960534	0.806893402	926	1031	947.1641469	925.6071775
ENST00000217893	-0.048337348	0.4260545	0.859553337	495	515	1155.149495	1129.246602
ENST00000217901	-0.12628348	0.256680389	0.785556752	80	93	1185.2875	1086.913978
ENST00000217909	-0.302425216	0.247225907	0.778047255	80	84	1882.8875	1617.630952
ENST00000217958	-0.162596417	0.090593842	0.622376521	430	383	1273.853488	1147.51436
ENST00000217961	-0.398212303	0.044623348	0.508615266	53	42	2157.773585	1730.880952
ENST00000217964	-0.483382786	0.037348187	0.481458485	57	49	2500.929825	2049.979592
ENST00000217971	-0.123123313	0.073741392	0.587245534	837	853	1512.169654	1407.058617
ENST00000218056	0.011669753	0.956996238	0.992607277	145	166	1392.165517	1418.391566
ENST00000218089	-0.066368865	0.873262902	0.975050061	15	22	2264.333333	2358.590909
ENST00000218104	-0.112263068	0.733064598	0.945458595	239	243	1769.845188	1755.44856
ENST00000218200	0.09188841	0.735984708	0.946443125	24	30	2152.375	2217.766667
ENST00000218224	0.057282089	0.599712461	0.91502948	47	57	658.1702128	664.1403509
ENST00000218340	-0.241876453	0.393293402	0.849089075	63	65	1930.761905	1570.938462
ENST00000218348	-0.154441452	0.411153431	0.855218284	80	84	1759.7625	1645.583333
ENST00000218364	-0.039324684	0.785158983	0.95688596	183	149	998.1530055	1007.697987
ENST00000218388	-0.02950641	0.338613637	0.826340742	463	712	827.8444924	814.1418539
ENST00000218432	-0.008377094	0.757769981	0.950364322	224	345	514.65625	513.1855072
ENST00000218516	-0.14877927	0.044871864	0.509490176	487	547	1243.207392	1153.678245
ENST00000218652	-0.198185764	0.204368955	0.744655167	164	149	1755.847561	1583.946309
ENST00000218789	0.104884467	0.736551895	0.946527714	22	12	2995.045455	3094.416667
ENST00000219066	-0.060741925	0.583401929	0.910425775	288	342	940.6076389	919.4795322
ENST00000219069	-0.27788322	0.146098089	0.698333941	77	79	2196.948052	1889.78481
ENST00000219070	-0.148774538	0.546885306	0.900939129	124	119	2115.435484	1978.798319
ENST00000219097	-0.245796093	0.321683055	0.818198905	92	115	1306.25	1194.017391
ENST00000219139	-0.142350597	0.514849014	0.890454579	52	59	1643.961538	1563.847458
ENST00000219168	-0.039591038	0.694830303	0.937487425	23	23	1334.73913	1309.26087
ENST00000219169	-0.100956919	0.004167675	0.222729557	460	444	905.6869565	849.9279279
ENST00000219204	-0.140396232	0.047531757	0.519050956	167	161	1654.736527	1538.298137
ENST00000219240	-0.11685069	0.434141945	0.864089076	40	43	1409.625	1383.255814
ENST00000219251	-0.158981538	0.650250986	0.92825872	23	21	889.5652174	878.952381
ENST00000219252	-0.134467238	0.1903882	0.734303216	358	373	1350.019553	1263.380697
ENST00000219271	0.289129292	0.391095237	0.847621901	22	32	1575.545455	1877
ENST00000219281	-0.077391339	0.465888035	0.87460809	152	143	1104.690789	1089.482517
ENST00000219302	0.009175009	0.868489809	0.973930835	191	218	803.9267016	798.9678899
ENST00000219313	-0.033872107	0.317183876	0.816017747	574	549	1246.357143	1224.040073
ENST00000219320	0.160562273	0.701725073	0.939120646	23	28	1842.304348	2133.714286
ENST00000219343	-0.191802444	0.561319066	0.903113482	48	34	2051.729167	1732.058824
ENST00000219345	-0.024513823	0.917087872	0.983968166	52	43	1792.288462	1836.023256
ENST00000219400	-0.081962257	0.104646827	0.644092901	110	136	752.6272727	711.4338235
ENST00000219431	-0.052066872	0.279214573	0.800302393	156	213	1058.442308	1027.746479
ENST00000219439	-0.475344922	0.07464967	0.588810969	43	37	1935.883721	1547.135135
ENST00000219454	-0.111240791	0.128993939	0.678927586	109	136	1260.330275	1190.205882
ENST00000219473	-0.210317435	0.274758196	0.797830186	202	172	2152.980198	2000.116279
ENST00000219476	-0.375652072	0.400002476	0.851802395	49	69	2356.612245	2236.434783
ENST00000219478	-0.622574732	0.125682677	0.674191064	12	21	1809.083333	1388.619048
ENST00000219479	-0.230125247	0.001370815	0.129883009	104	132	928.2692308	832.1515152
ENST00000219481	-0.084799999	0.51009032	0.88965082	61	85	1266.04918	1195.447059
ENST00000219548	-0.071676382	0.384968217	0.846238291	315	322	1129.987302	1105.618012
ENST00000219611	-0.141696604	0.50743987	0.889399052	105	81	1819.419048	1697.08642
ENST00000219689	-0.262735509	0.188310096	0.732649932	54	49	1941.962963	1748.22449
ENST00000219700	0.338311209	0.250082617	0.779685213	9	12	714.6666667	878.1666667
ENST00000219782	-0.131565604	0.284577419	0.802692667	697	683	1399.66571	1333.887262
ENST00000219789	-0.067009267	0.560363874	0.90262883	424	438	1378.426887	1351.641553
ENST00000219794	-0.129523941	0.558123336	0.90262883	68	69	1542.029412	1430.826087
ENST00000219797	-0.067562872	0.796288765	0.958390406	21	22	1410	1462.636364
ENST00000219837	-0.223089675	0.17963571	0.724378095	117	100	1309.641026	1155.76
ENST00000219905	-0.691795458	0.190485492	0.734566912	13	12	2728.923077	2240.666667
ENST00000220003	0.007165917	0.965275855	0.993669441	104	90	1641.230769	1697.155556
ENST00000220058	-0.345084607	0.016570478	0.376075703	70	61	1272.3	1031.786885
ENST00000220166	-0.202299742	0.430488725	0.862151263	12	16	1176	1067.9375
ENST00000220325	-0.31326283	0.052882842	0.535209213	106	94	2058.726415	1731.946809
ENST00000220429	-0.210413247	0.463690381	0.874243283	20	25	2120.25	1927.4
ENST00000220496	-0.063907629	0.560864464	0.902924843	58	63	849.637931	785.1904762
ENST00000220507	0.128038918	0.798542772	0.959450431	12	23	1036.333333	1124.565217
ENST00000220509	-0.288900523	0.51312163	0.890234718	88	72	1793.147727	1682.069444
ENST00000220514	-0.094110346	0.071448617	0.582061867	225	214	1079.737778	1034.200935
ENST00000220531	-0.042356863	0.824404041	0.965274122	96	73	1950.447917	1891.547945
ENST00000220562	-0.535486636	0.028707384	0.445869231	51	41	2350.745098	1818.04878
ENST00000220584	-0.238257132	0.08970576	0.62097791	109	110	1536.697248	1359.618182
ENST00000220592	0.090565705	0.572362006	0.907671991	176	187	1880.045455	2059.919786
ENST00000220659	-0.153320917	0.293748278	0.80645324	49	59	1612.22449	1548.677966
ENST00000220669	-0.118278552	0.383490987	0.846238291	87	92	1649.287356	1579.923913
ENST00000220751	-0.274267953	0.053448445	0.535877239	67	78	1614.641791	1400.294872
ENST00000220764	-0.091140166	0.12678802	0.674923859	120	167	1121.408333	1035.766467
ENST00000220822	-0.049683341	0.805257043	0.960858827	45	46	2061.622222	1977.586957
ENST00000220849	-0.1548571	0.029635477	0.451546933	1949	2315	1271.89687	1164.25486
ENST00000220853	-0.092202777	0.387381931	0.847129964	79	90	1122.797468	1097.833333
ENST00000220913	-0.19928889	0.327962293	0.821483025	264	240	1417.287879	1299.4375
ENST00000220959	-0.424153137	0.168261167	0.713826776	33	25	2125.121212	1461
ENST00000220966	-0.131119347	0.408309666	0.854401851	75	77	1550.386667	1482.103896
ENST00000221086	-0.154653318	0.543470654	0.900001503	37	36	1744.108108	1555.361111
ENST00000221114	-0.064456489	0.339387025	0.826435721	219	256	962.9406393	916.3203125
ENST00000221130	-0.204953371	0.094769112	0.625618895	439	403	1375.015945	1234.699752
ENST00000221132	-0.254884551	0.325008328	0.820589749	25	45	1610.28	1402.288889
ENST00000221138	-0.149807506	0.005181398	0.240552912	351	326	1475.729345	1381.506135
ENST00000221200	-0.147559735	0.291323625	0.805520024	150	126	1675.713333	1569.531746
ENST00000221232	-0.083630485	0.71830073	0.942241352	66	70	1947.136364	1773.6
ENST00000221233	-0.034649218	0.478064748	0.878679062	280	322	949.3392857	940.0372671
ENST00000221249	-0.070608864	0.747756853	0.94880475	69	78	1842.101449	1772.012821
ENST00000221264	0.283939388	0.443190623	0.866485597	11	13	700.1818182	865.2307692
ENST00000221265	-0.235855313	0.031922239	0.460701035	80	111	890.7	750.3873874
ENST00000221283	0.045788111	0.838267826	0.967810325	65	82	1433.553846	1491.109756
ENST00000221327	0.102101609	0.778190926	0.955269167	21	35	2072.47619	2035.485714
ENST00000221418	-0.117229156	0.075154083	0.590452199	488	494	1124.928279	1054.293522
ENST00000221419	-0.227825093	0.032029839	0.461284436	966	1025	1323.501035	1140.390244
ENST00000221431	0.035761282	0.86604393	0.973622057	119	126	1360.605042	1435.309524
ENST00000221448	-0.076355689	0.686652065	0.936245432	368	416	871.9538043	859.5432692
ENST00000221455	0.106546826	0.516737983	0.890790748	61	85	1259.278689	1358.2
ENST00000221459	-0.212380139	0.352724666	0.833641994	6	14	1034.5	872.4285714
ENST00000221462	0.382052035	0.230892283	0.765764669	55	58	1440.727273	1573.862069
ENST00000221486	-0.076973901	0.274296758	0.797768001	770	797	1018.184416	983.7089084
ENST00000221494	-0.151049977	0.323207988	0.819511566	262	292	1176.312977	1126.027397
ENST00000221496	-0.350225844	0.50261211	0.887968856	10	13	1618.3	1195.923077
ENST00000221504	0.094732741	0.629680275	0.922376988	28	24	692.8214286	664.7083333
ENST00000221543	-0.15616178	0.557421294	0.90262883	58	64	1710.810345	1598.265625
ENST00000221554	0.198928201	0.36764035	0.84041677	23	41	1193	1360.97561
ENST00000221561	0.024458115	0.772790286	0.953717409	757	825	862.6261559	876.3212121
ENST00000221566	-0.124769265	0.328423734	0.821580915	266	260	1614.507519	1595.611538
ENST00000221573	-0.144664724	0.30010913	0.809246543	56	62	1327.357143	1260.193548
ENST00000221665	-0.053541884	0.820609183	0.964280765	46	57	1656.152174	1635.929825
ENST00000221671	-0.220582137	0.629960547	0.922483646	14	13	1619.285714	1390.384615
ENST00000221770	-0.217882774	0.561945585	0.903408423	28	47	923.4285714	647.4468085
ENST00000221801	-0.036607386	0.455504777	0.871341995	1756	1946	941.845672	921.0359712
ENST00000221855	-0.07806396	0.296374015	0.807306358	341	395	1016.973607	972.6329114
ENST00000221856	-0.207955716	0.061674434	0.560134487	99	97	1425.353535	1297.237113
ENST00000221859	-0.065372197	0.30129479	0.810307883	348	479	596.8132184	574.1043841
ENST00000221891	0.240600425	0.203553709	0.744063318	43	49	1509.534884	1815.897959
ENST00000221922	-0.077862353	0.720658806	0.942998427	50	61	1283.24	1258.590164
ENST00000221930	-0.119301361	0.450335928	0.869350041	419	480	1429.53222	1372.454167
ENST00000221943	-0.059845664	0.24008727	0.771949696	131	134	1571.916031	1531.552239
ENST00000221957	-0.159673746	0.205151016	0.745397259	324	332	1564.561728	1449.894578
ENST00000221975	-0.066094023	0.031806125	0.460701035	265	531	445.2377358	419.3295669
ENST00000222005	-0.083750013	0.72443226	0.944209897	659	725	1068.872534	1081.062069
ENST00000222008	-0.049162752	0.27042892	0.794055316	332	445	792.9638554	768.8606742
ENST00000222032	-0.031478402	0.661960321	0.929203615	12	25	421	407.16
ENST00000222120	-0.254665257	0.338485441	0.826340742	25	28	2130.24	1790.571429
ENST00000222122	-0.205861977	0.132804145	0.683221036	47	59	1178.021277	1057.59322
ENST00000222139	-0.413023931	0.354132276	0.833945993	12	16	1376.25	1109.3125
ENST00000222145	-0.188476924	0.125234902	0.673554968	587	665	1334.686542	1227.778947
ENST00000222190	-0.193284826	0.1230083	0.67159055	20	34	533.4	472.7647059
ENST00000222214	-0.108987142	0.459965385	0.874176918	116	142	1478.853448	1424.880282
ENST00000222219	-0.092060294	0.400504582	0.852080961	206	226	1361.703883	1317.969027
ENST00000222224	-0.087695691	0.487498657	0.882130228	40	50	824.725	791.32
ENST00000222247	-0.02348069	0.023851433	0.423840113	12422	16212	660.9534697	652.4162966
ENST00000222250	-0.50665946	0.053482072	0.535877239	16	27	1315.75	975.7037037
ENST00000222254	-0.290335	0.042424894	0.499300325	304	305	1934.042763	1685.908197
ENST00000222256	0.242061071	0.220965518	0.758218352	12	30	1100.5	1253.366667
ENST00000222266	-0.091548075	0.538543522	0.898477207	14	27	486.3571429	452.5185185
ENST00000222284	-0.055586544	0.369093867	0.841461664	343	394	857.0466472	830.9695431
ENST00000222305	-0.096711858	0.645030307	0.926853992	184	169	1463.298913	1388.621302
ENST00000222307	-0.065497205	0.767392691	0.952154778	57	71	1169.982456	1148.140845
ENST00000222308	-0.051462489	0.803630242	0.960285065	153	195	1072.30719	1095.107692
ENST00000222329	-0.020339465	0.917810343	0.984048422	239	309	1197.112971	1237.533981
ENST00000222330	-0.109569903	0.760761641	0.950999049	180	184	1521.911111	1475.902174
ENST00000222345	-1.219345073	3.15E-05	0.024482337	39	33	1812.307692	1027.939394
ENST00000222374	0.485982823	0.234954061	0.767153728	10	11	747	1206
ENST00000222399	-0.445182331	0.554394679	0.902581048	26	38	3929.769231	3135.315789
ENST00000222402	-0.180526367	0.333769778	0.823894496	62	62	1253.645161	1128.306452
ENST00000222482	-0.167986319	0.632163	0.923375103	11	26	2784.727273	2065.076923
ENST00000222511	-0.270501587	0.018758295	0.38917962	75	60	1275.32	1126.5
ENST00000222543	-0.17928871	0.012271375	0.338072632	200	198	1158.595	1032.207071
ENST00000222547	-0.055860086	0.625187411	0.921887792	187	203	1127.663102	1068.635468
ENST00000222553	-0.306612916	0.008602657	0.295366512	292	303	1764.558219	1512.554455
ENST00000222567	0.176649215	0.460775141	0.874176918	118	112	1733.847458	2072.875
ENST00000222572	-0.176410279	0.554142336	0.902581048	13	25	1217.769231	1099.8
ENST00000222573	-0.389210391	0.211699471	0.75066411	52	90	1800.538462	1518.8
ENST00000222574	-0.304380141	0.003472028	0.200521533	119	130	1922.310924	1653.707692
ENST00000222584	-0.05835506	0.925876771	0.985639723	25	28	1753.52	1813.178571
ENST00000222644	-0.498245478	0.002817497	0.183872083	114	83	1843.201754	1369.337349
ENST00000222673	-0.387063644	0.218099299	0.756129158	358	340	2108.388268	1796.661765
ENST00000222690	-0.122374044	0.420952136	0.858698958	124	127	1867.048387	1824.244094
ENST00000222693	-0.233778205	0.000131268	0.043722992	431	430	1415.058005	1259.586047
ENST00000222725	0.132706411	0.707222917	0.939896007	35	13	1575	1680.769231
ENST00000222747	-0.352947148	0.003917997	0.215414647	89	107	1538.797753	1236.242991
ENST00000222753	-0.144042832	0.511492771	0.890222967	59	31	1878.711864	1713.032258
ENST00000222800	-0.054722936	0.597579762	0.914210226	57	53	1222.719298	1194.301887
ENST00000222803	-0.540453431	0.000589757	0.092314757	78	82	1954.589744	1371.756098
ENST00000222812	-0.477408404	0.103766487	0.642306736	12	24	2108.75	1529.125
ENST00000222823	-0.146710991	0.551237054	0.901721719	41	41	2091.853659	1944.365854
ENST00000222969	-0.162279815	0.000172859	0.050015609	154	187	1022.103896	938.0695187
ENST00000222990	0.183632075	0.067514687	0.572356751	77	88	1040.402597	1152.795455
ENST00000223023	-0.150999783	0.322488995	0.818846252	103	105	1738.650485	1626.619048
ENST00000223029	-0.069781534	0.112841371	0.655248544	503	537	1112.652087	1077.232775
ENST00000223051	-0.226400689	0.600158831	0.915227246	25	16	1597.28	1442.0625
ENST00000223054	-0.248438998	0.370779742	0.842133341	14	11	1075.285714	1006.272727
ENST00000223061	-0.164489837	0.123252946	0.67159055	69	77	1229.231884	1142.38961
ENST00000223073	-0.247788617	0.045037826	0.510214014	130	96	1766.230769	1605.614583
ENST00000223095	-0.161272453	0.079294808	0.597894126	262	242	1729.751908	1556.731405
